'Material Deprivation',Affordability,'Income Inequality','Community Environment Profile','Consumer Opportunity Profile','Economic Opportunity Profile','Population Churning',Education,'Job Participation','Employment Accessibility','Access to Care','Health Opportunity Index'
0.4151,0.498498,0.489744,0.328807,0.519705,0.380795,0.899491,0.635501,0.701,0.195147,0.554914,Medium
0.696987,0.707708,0.511336,0.234064,0.810332,0.251051,0.936387,0.830968,0.468,0.058563,0.357427,Medium
0.567654,0.563564,0.490688,0.265921,0.649833,0.291679,0.907125,0.698625,0.649,0.069522,0.538989,Medium
0.630477,0.642643,0.471525,0.29283,0.785536,0.276521,0.955471,0.821113,0.599,0.108078,0.350911,Medium
0.582646,0.638639,0.561943,0.226236,0.690214,0.288797,0.927481,0.755449,0.605,0.062237,0.277332,Good
0.576596,0.607608,0.460459,0.283874,0.678765,0.299352,0.917303,0.756783,0.652,0.103064,0.508972,Good
0.51275,0.634635,0.61552,0.305561,0.670007,0.369536,0.937659,0.752353,0.728,0.120128,0.336187,Good
0.493576,0.744745,0.498785,0.416993,0.792006,0.345332,0.666667,0.931139,0.813,0.144839,0.434024,Good
0.602957,0.65966,0.51417,0.343749,0.744178,0.333475,0.774809,0.823439,0.698,0.123179,0.51674,Good
0.790888,0.636637,0.58637,0.271891,0.749501,0.288747,0.708651,0.742279,0.433,0.074085,0.637256,Good
0.681881,0.603604,0.549258,0.271096,0.654703,0.356761,0.811705,0.710801,0.764,0.108963,0.338959,Good
0.516096,0.636637,0.482861,0.371166,0.713938,0.334756,0.907125,0.729318,0.823,0.111849,0.513472,Good
0.516242,0.560561,0.516059,0.302141,0.590799,0.332093,0.898219,0.681591,0.649,0.126988,0.501868,Good
0.503357,0.438438,0.442915,0.266461,0.505232,0.310414,0.938931,0.684227,0.654,0.1251,0.344961,Good
0.515203,0.615616,0.541565,0.283808,0.688469,0.310155,0.891858,0.791981,0.677,0.097926,0.274005,Good
0.400772,0.561562,0.509177,0.334323,0.555506,0.318357,0.818066,0.70487,0.724,0.091653,0.562346,Good
0.621873,0.594595,0.49973,0.32176,0.688828,0.311797,0.832061,0.762788,0.628,0.125111,0.429229,Good
0.475177,0.644645,0.55668,0.348688,0.653716,0.360974,0.818066,0.737058,0.723,0.120312,0.624272,Good
0.494963,0.682683,0.482321,0.349442,0.707715,0.325092,0.936387,0.765105,0.732,0.118699,0.478833,Good
0.557568,0.618619,0.516734,0.384176,0.692397,0.368919,0.78117,0.788464,0.788,0.13514,0.569364,Good
0.406933,0.543544,0.535897,0.280063,0.542185,0.32315,0.833333,0.702555,0.689,0.088319,0.390444,Good
0.616493,0.665666,0.478408,0.302774,0.761437,0.316468,0.804071,0.828765,0.691,0.117964,0.467346,Good
0.538645,0.704705,0.398785,0.28832,0.801331,0.257364,0.938931,0.833022,0.563,0.096549,0.669204,Good
0.405504,0.491491,0.559379,0.341366,0.584166,0.354612,0.930025,0.706766,0.73,0.12951,0.496588,Good
0.529127,0.647648,0.549528,0.363513,0.738976,0.335228,0.802799,0.802888,0.747,0.118622,0.546336,Good
0.470564,0.710711,0.522807,0.36553,0.787098,0.325006,0.835878,0.842616,0.742,0.112301,0.525263,Good
0.437383,0.527528,0.562348,0.342143,0.534684,0.36369,0.652672,0.70453,0.782,0.118739,0.51194,Good
0.501458,0.578579,0.482591,0.282978,0.613168,0.310815,0.895674,0.70443,0.667,0.0898,0.550444,Good
0.567526,0.623624,0.470175,0.331955,0.691304,0.306802,0.83715,0.764578,0.705,0.118475,0.47405,Good
0.691023,0.724725,0.580297,0.345688,0.866658,0.31008,0.842239,0.889903,0.665,0.100512,0.414961,Good
0.509004,0.656657,0.488934,0.336912,0.737085,0.294251,0.954198,0.76734,0.688,0.089005,0.479396,Good
0.338329,0.451451,0.554251,0.384027,0.497532,0.391504,0.843511,0.735037,0.777,0.168718,0.407305,Good
0.373928,0.597598,0.503239,0.40416,0.622621,0.382142,0.732824,0.840973,0.717,0.203507,0.513437,Good
0.515289,0.615616,0.428205,0.293464,0.675615,0.287913,0.879135,0.740337,0.717,0.091425,0.483603,Good
0.621274,0.617618,0.476113,0.316398,0.710446,0.321456,0.857506,0.783333,0.725,0.120665,0.416134,Good
0.387104,0.575576,0.546154,0.300113,0.615761,0.346121,0.849873,0.756803,0.693,0.128123,0.45119,Good
0.620044,0.621622,0.584885,0.31041,0.667667,0.357635,0.814249,0.758492,0.735,0.119252,0.340338,Good
0.415438,0.368368,0.519433,0.300613,0.419875,0.405019,0.858779,0.64799,0.776,0.173864,0.509215,Good
0.68077,0.748749,0.387719,0.298321,0.9122,0.211442,0.935115,0.887242,0.581,0.06652,0.493994,Good
0.427544,0.658659,0.665992,0.393999,0.723605,0.407374,0.645038,0.886406,0.901,0.125678,0.452284,Good
0.506522,0.564565,0.525371,0.305273,0.644564,0.306273,0.916031,0.731285,0.61,0.111987,0.501087,Good
0.589724,0.698699,0.522942,0.367699,0.814684,0.322732,0.856234,0.842211,0.727,0.115333,0.501637,Good
0.554343,0.62963,0.486775,0.338044,0.66081,0.344317,0.788804,0.775529,0.754,0.119075,0.611922,Good
0.620049,0.704705,0.530229,0.376997,0.863742,0.288289,0.881679,0.891435,0.656,0.097653,0.48238,Good
0.608587,0.582583,0.568556,0.316672,0.622372,0.38575,0.880407,0.764734,0.766,0.135897,0.387232,Good
0.517546,0.596597,0.573684,0.346204,0.660413,0.376487,0.835878,0.771244,0.781,0.123677,0.576094,Good
0.495238,0.687688,0.532254,0.406034,0.722411,0.368752,0.572519,0.866327,0.866,0.126224,0.513437,Good
0.551651,0.524525,0.537517,0.292264,0.621536,0.327741,0.961832,0.672639,0.652,0.118997,0.499915,Good
0.47527,0.545546,0.430229,0.276139,0.653114,0.281333,0.956743,0.688789,0.66,0.087918,0.662611,Good
0.451718,0.63964,0.458839,0.269437,0.582932,0.323542,0.933842,0.769304,0.693,0.121059,0.20554,Good
0.567536,0.651652,0.52915,0.347646,0.749594,0.317759,0.810433,0.807231,0.679,0.126702,0.479948,Good
0.56872,0.676677,0.562618,0.365993,0.72859,0.355591,0.863868,0.790268,0.764,0.116013,0.501516,Good
0.584372,0.715716,0.425236,0.309388,0.831253,0.270382,0.87659,0.834811,0.679,0.092054,0.496608,Good
0.562107,0.603604,0.524966,0.342497,0.755972,0.307615,0.693384,0.836662,0.663,0.092594,0.632428,Good
0.539331,0.570571,0.570445,0.284403,0.621806,0.354548,0.844784,0.751682,0.693,0.121288,0.444722,Good
0.40495,0.615616,0.605803,0.341387,0.637407,0.389615,0.729008,0.763187,0.824,0.135556,0.511222,Good
0.404071,0.652653,0.588664,0.297301,0.608308,0.352122,0.899491,0.70311,0.684,0.119907,0.491936,Good
0.75354,0.740741,0.361943,0.314642,0.962771,0.207993,0.90458,0.935588,0.553,0.080012,0.493786,Good
0.608578,0.590591,0.626721,0.334004,0.648495,0.381369,0.715013,0.754219,0.753,0.130866,0.410727,Good
0.505483,0.587588,0.520243,0.306579,0.673686,0.312487,0.894402,0.754945,0.662,0.113587,0.421598,Good
0.373647,0.506507,0.492038,0.385624,0.528864,0.385926,0.683206,0.724825,0.846,0.176361,0.376671,Good
0.575145,0.634635,0.436437,0.273263,0.715037,0.28395,0.938931,0.789009,0.696,0.101338,0.302922,Good
0.603667,0.544545,0.546694,0.310715,0.634669,0.372418,0.928753,0.755729,0.722,0.148926,0.364756,Good
0.554534,0.552553,0.44224,0.249187,0.632546,0.297298,0.909669,0.689899,0.707,0.109917,0.328882,Good
0.527751,0.64965,0.508232,0.285813,0.671933,0.318605,0.899491,0.7676,0.702,0.115339,0.253447,Good
0.451278,0.466466,0.481916,0.252773,0.569011,0.301549,0.92112,0.678796,0.652,0.094875,0.517594,Good
0.633342,0.664665,0.341565,0.336569,0.851896,0.2331,0.947837,0.865257,0.667,0.100067,0.500593,Good
0.59817,0.591592,0.540216,0.372029,0.712554,0.359256,0.871501,0.816325,0.749,0.133858,0.509563,Good
0.596135,0.565566,0.551012,0.294973,0.714462,0.319861,0.891858,0.830188,0.762,0.083177,0.358821,Good
0.550164,0.757758,0.464777,0.281537,0.851223,0.259027,0.983461,0.861882,0.545,0.093338,0.492014,Good
0.629003,0.65966,0.55749,0.333227,0.78189,0.347328,0.778626,0.848639,0.782,0.113091,0.379302,Good
0.577043,0.62963,0.453441,0.363468,0.781435,0.320468,0.796438,0.844845,0.814,0.12063,0.516335,Good
0.645429,0.683684,0.537922,0.362847,0.772337,0.34487,0.829517,0.838996,0.771,0.117112,0.454737,Good
0.537265,0.546547,0.482996,0.233613,0.6288,0.283933,0.947837,0.677057,0.608,0.090621,0.437416,Good
0.613539,0.572573,0.576923,0.305458,0.627073,0.361915,0.867684,0.722653,0.7,0.117791,0.492087,Good
0.558087,0.648649,0.588664,0.346413,0.702472,0.366605,0.858779,0.763172,0.823,0.128109,0.29571,Good
0.576428,0.55956,0.484211,0.28694,0.650122,0.330916,0.965649,0.725476,0.714,0.125973,0.501612,Good
0.535027,0.5996,0.542105,0.257147,0.601144,0.364153,0.946565,0.714297,0.725,0.14301,0.204221,Good
0.685626,0.595596,0.475439,0.261691,0.728328,0.290743,0.958015,0.797595,0.699,0.093185,0.216791,Good
0.669716,0.596597,0.473414,0.284384,0.695341,0.317974,0.790076,0.741967,0.708,0.100488,0.572744,Good
0.562175,0.695696,0.566802,0.378289,0.738104,0.366777,0.900763,0.798993,0.802,0.124783,0.453248,Good
0.654577,0.522523,0.55776,0.302604,0.494959,0.378661,0.882952,0.663612,0.669,0.136634,0.34971,Good
0.453545,0.707708,0.508637,0.341087,0.769185,0.318386,0.935115,0.839504,0.68,0.118515,0.513226,Good
0.673603,0.726727,0.479487,0.316173,0.881227,0.267569,0.940204,0.865424,0.657,0.086527,0.501637,Good
0.480101,0.562563,0.316059,0.22363,0.649698,0.184005,0.926209,0.701516,0.564,0.024953,0.461949,Good
0.719807,0.725726,0.463833,0.317674,0.889742,0.271081,0.922392,0.890377,0.63,0.100682,0.501637,Good
0.356252,0.588589,0.546964,0.376667,0.575737,0.35393,0.753181,0.725342,0.78,0.118656,0.547143,Good
0.499199,0.554555,0.463428,0.322926,0.683116,0.315689,0.8257,0.770882,0.705,0.124054,0.624007,Good
0.658451,0.652653,0.517544,0.204083,0.722046,0.241253,0.945293,0.690513,0.546,0.03073,0.268244,Good
0.618779,0.666667,0.326451,0.28022,0.856926,0.229753,0.969466,0.832071,0.567,0.095157,0.755562,Good
0.568104,0.617618,0.576113,0.317371,0.683599,0.342914,0.87659,0.752323,0.709,0.109629,0.420461,Good
0.564598,0.525526,0.55749,0.290746,0.579667,0.338744,0.879135,0.68653,0.614,0.129854,0.527843,Good
0.550172,0.558559,0.458839,0.24767,0.607026,0.305126,0.940204,0.680726,0.654,0.111641,0.453313,Good
0.593882,0.738739,0.51336,0.334984,0.802717,0.301906,0.918575,0.856725,0.62,0.122946,0.469227,Good
0.360633,0.570571,0.763833,0.217528,0.551463,0.359027,1,0.731597,0.435,0.097164,0.328633,Good
0.514213,0.637638,0.569231,0.363572,0.692332,0.341532,0.768448,0.777548,0.733,0.118249,0.575571,Good
0.4675,0.575576,0.554251,0.350805,0.624169,0.353165,0.940204,0.735947,0.767,0.126311,0.50632,Good
0.686154,0.638639,0.469636,0.299617,0.737829,0.320255,0.880407,0.801312,0.71,0.110744,0.508,Good
0.572138,0.481481,0.490013,0.299372,0.576051,0.320208,0.745547,0.731749,0.675,0.115773,0.453154,Good
0.471192,0.570571,0.473009,0.349264,0.636833,0.334277,0.910941,0.735034,0.758,0.124389,0.610145,Good
0.630646,0.745746,0.534548,0.350118,0.882861,0.297081,0.919847,0.894133,0.663,0.080341,0.501593,Good
0.613108,0.725726,0.576383,0.417672,0.807896,0.399429,0.801527,0.907544,0.89,0.15634,0.440439,Good
0.469114,0.586587,0.540081,0.296819,0.612662,0.343432,0.891858,0.699577,0.731,0.101665,0.619401,Good
0.470365,0.597598,0.607962,0.320327,0.615938,0.397724,0.991094,0.685386,0.743,0.15903,0.440917,Good
0.475978,0.620621,0.538192,0.373934,0.699067,0.371083,0.756997,0.813659,0.872,0.130773,0.474714,Good
0.463,0.616617,0.530094,0.331056,0.669399,0.331687,0.902036,0.734321,0.737,0.11966,0.506449,Good
0.627331,0.601602,0.550472,0.257287,0.678462,0.325446,0.964377,0.725499,0.705,0.086718,0.397391,Good
0.664368,0.638639,0.426856,0.35169,0.767377,0.313011,0.839695,0.800104,0.731,0.126738,0.51674,Good
0.550353,0.723724,0.54197,0.363437,0.824597,0.336961,0.78117,0.873308,0.811,0.104559,0.510049,Good
0.575898,0.670671,0.602024,0.308126,0.735692,0.336157,0.858779,0.821999,0.639,0.092433,0.458886,Good
0.439091,0.668669,0.553171,0.332632,0.691927,0.326524,0.926209,0.77157,0.714,0.115258,0.461812,Good
0.52102,0.564565,0.503374,0.321551,0.630649,0.339747,0.900763,0.710224,0.721,0.144069,0.509215,Good
0.626406,0.62963,0.496761,0.271872,0.69826,0.315397,0.888041,0.764399,0.724,0.103449,0.335061,Good
0.694278,0.60961,0.461269,0.237993,0.704956,0.291095,0.979644,0.719642,0.629,0.095987,0.444832,Good
0.641651,0.682683,0.577598,0.333774,0.774715,0.306143,0.821883,0.845645,0.62,0.093208,0.449793,Good
0.516065,0.532533,0.388124,0.323331,0.669085,0.255536,0.965649,0.72754,0.663,0.102361,0.503098,Good
0.657485,0.688689,0.526991,0.330583,0.817315,0.31003,0.874046,0.824256,0.63,0.112,0.516191,Good
0.489254,0.473473,0.463428,0.304793,0.581234,0.289556,0.796438,0.7435,0.653,0.101036,0.502749,Good
0.553867,0.550551,0.574224,0.311974,0.605185,0.352828,0.940204,0.701296,0.655,0.123265,0.467127,Good
0.653878,0.68969,0.562483,0.317227,0.78733,0.328834,0.898219,0.825362,0.687,0.102941,0.512755,Good
0.485151,0.70971,0.463428,0.365605,0.742912,0.344578,0.950382,0.814744,0.823,0.134491,0.446024,Good
0.604097,0.685686,0.566802,0.368963,0.804837,0.333719,0.857506,0.836882,0.769,0.110632,0.456032,Good
0.665218,0.614615,0.431849,0.293149,0.774441,0.276192,0.830789,0.800689,0.636,0.108782,0.563346,Good
0.593453,0.54955,0.51444,0.221831,0.623952,0.299996,0.942748,0.735563,0.57,0.102583,0.247226,Good
0.636863,0.643644,0.506748,0.324621,0.785879,0.294066,0.924936,0.826898,0.655,0.098428,0.510814,Good
0.6043,0.603604,0.653306,0.332598,0.648728,0.404508,0.889313,0.752176,0.748,0.142989,0.424707,Good
0.632115,0.603604,0.583671,0.305674,0.667864,0.354671,0.905852,0.720186,0.702,0.126767,0.499563,Good
0.49873,0.641642,0.553036,0.3737,0.7165,0.34023,0.737913,0.802284,0.731,0.12125,0.513472,Good
0.740906,0.628629,0.473009,0.267274,0.750796,0.284793,0.926209,0.79444,0.56,0.106984,0.444591,Good
0.586391,0.688689,0.590688,0.329694,0.74862,0.338736,0.806616,0.777117,0.648,0.112988,0.51671,Good
0.775237,0.630631,0.511201,0.289185,0.783327,0.295617,0.889313,0.797497,0.632,0.096788,0.507668,Good
0.403597,0.465465,0.419163,0.269986,0.554751,0.286047,0.861323,0.661725,0.656,0.105787,0.632201,Good
0.502015,0.627628,0.528205,0.374191,0.693377,0.347061,0.89313,0.740847,0.778,0.120235,0.562264,Good
0.600779,0.486486,0.554251,0.257525,0.566423,0.33472,0.863868,0.685835,0.61,0.122033,0.456934,Good
0.648526,0.714715,0.534953,0.419737,0.862288,0.316824,0.751908,0.900063,0.795,0.117133,0.469227,Good
0.585003,0.651652,0.493522,0.312027,0.730363,0.311109,0.894402,0.815978,0.683,0.108852,0.512755,Good
0.575349,0.648649,0.542915,0.293315,0.747474,0.325739,0.912214,0.817637,0.705,0.106719,0.390907,Good
0.65258,0.632633,0.57193,0.343051,0.686099,0.376478,0.89313,0.7591,0.747,0.144017,0.365525,Good
0.587922,0.600601,0.560864,0.318969,0.73408,0.328158,0.90458,0.807161,0.677,0.112237,0.512755,Good
0.443586,0.551552,0.493927,0.341934,0.589067,0.314,0.792621,0.735187,0.736,0.112179,0.454025,Good
0.611285,0.740741,0.48502,0.395226,0.864405,0.301272,0.888041,0.876757,0.756,0.119745,0.472572,Good
0.456254,0.656657,0.52807,0.335338,0.662984,0.365471,0.851145,0.774452,0.749,0.145522,0.576077,Good
0.54297,0.6997,0.565857,0.357302,0.757061,0.361787,0.900763,0.839952,0.834,0.122374,0.462003,Good
0.393612,0.732733,0.494602,0.425289,0.762301,0.302411,0.86514,0.873553,0.733,0.118633,0.46837,Good
0.580404,0.608609,0.532389,0.31831,0.666698,0.381151,0.894402,0.775706,0.849,0.129622,0.394366,Good
0.609431,0.518519,0.491228,0.310112,0.585576,0.333315,0.905852,0.76521,0.665,0.133789,0.509813,Good
0.623945,0.481481,0.41336,0.225812,0.598485,0.2681,0.913486,0.704608,0.58,0.09835,0.361674,Good
0.698266,0.701702,0.48691,0.34698,0.886782,0.270333,0.945293,0.863294,0.658,0.086111,0.501637,Good
0.506322,0.70971,0.495951,0.337778,0.78024,0.323508,0.801527,0.822404,0.76,0.112908,0.581709,Good
0.676426,0.596597,0.571795,0.255519,0.660118,0.339085,0.914758,0.748615,0.73,0.085166,0.206232,Good
0.619582,0.665666,0.385155,0.253797,0.741434,0.268993,0.969466,0.766917,0.631,0.103546,0.439899,Good
0.622595,0.60961,0.441026,0.238313,0.682898,0.293211,0.966921,0.727812,0.604,0.112077,0.477442,Good
0.564097,0.674675,0.496356,0.339248,0.772453,0.344424,0.790076,0.824128,0.85,0.117467,0.484838,Good
0.475927,0.575576,0.5583,0.31723,0.590536,0.369036,0.80916,0.721666,0.787,0.132242,0.51194,Good
0.635597,0.725726,0.560189,0.257789,0.699606,0.340153,0.946565,0.783904,0.697,0.095043,0.227814,Good
0.378675,0.518519,0.402294,0.269841,0.564264,0.249903,0.800254,0.686357,0.572,0.07411,0.682924,Good
0.813716,0.714715,0.434548,0.256542,0.87332,0.257526,0.938931,0.847677,0.571,0.10493,0.37359,Good
0.537369,0.565566,0.516059,0.252134,0.611844,0.327778,0.947837,0.701778,0.631,0.121003,0.500939,Good
0.692787,0.658659,0.511066,0.306142,0.809522,0.311128,0.881679,0.85264,0.695,0.111285,0.355249,Good
0.556182,0.533534,0.538192,0.243932,0.576328,0.358557,0.965649,0.685865,0.768,0.117702,0.262616,Good
0.531091,0.571572,0.57193,0.32302,0.543316,0.366556,0.826972,0.724948,0.705,0.123594,0.511347,Good
0.585476,0.477477,0.482591,0.267008,0.575533,0.31846,0.832061,0.680947,0.683,0.103614,0.540052,Good
0.537618,0.640641,0.560324,0.313867,0.70401,0.36169,0.854962,0.788647,0.77,0.138151,0.381344,Good
0.713863,0.746747,0.447099,0.358534,0.945046,0.245287,0.935115,0.923463,0.643,0.092989,0.465417,Good
0.472964,0.587588,0.540351,0.29795,0.633144,0.342076,0.956743,0.737861,0.732,0.121063,0.504384,Good
0.217814,0.568569,0.373954,0.48876,0.384333,0.511015,0.562341,0.741929,0.872,0.448718,0.427904,Good
0.623142,0.738739,0.531039,0.330579,0.827774,0.310097,0.912214,0.837134,0.693,0.115959,0.428182,Good
0.530667,0.66967,0.483806,0.296634,0.698438,0.309973,0.908397,0.786179,0.66,0.118088,0.416618,Good
0.580031,0.525526,0.51309,0.346159,0.711436,0.317068,0.826972,0.800372,0.714,0.114148,0.659504,Good
0.580309,0.753754,0.510661,0.362463,0.871703,0.348563,0.898219,0.893226,0.843,0.122684,0.513437,Good
0.633947,0.578579,0.548448,0.289643,0.660062,0.331263,0.870229,0.750392,0.659,0.112957,0.509813,Good
0.65531,0.651652,0.52915,0.266463,0.743465,0.327195,0.918575,0.812852,0.743,0.102467,0.226565,Good
0.587266,0.592593,0.517409,0.278152,0.694899,0.341903,0.910941,0.773192,0.723,0.125691,0.425926,Good
0.604332,0.581582,0.566532,0.261441,0.667915,0.339361,0.931298,0.753235,0.676,0.104057,0.453677,Good
0.545541,0.63964,0.522132,0.335977,0.721756,0.351578,0.918575,0.781095,0.796,0.13485,0.513474,Good
0.481098,0.583584,0.636572,0.299514,0.543498,0.382896,0.810433,0.701179,0.732,0.116253,0.498491,Good
0.596871,0.55956,0.445884,0.257949,0.639108,0.302747,0.919847,0.709617,0.688,0.108296,0.469039,Good
0.532467,0.647648,0.556545,0.319471,0.671185,0.365503,0.963104,0.809815,0.767,0.123497,0.465174,Good
0.533855,0.547548,0.533468,0.240102,0.566081,0.358012,0.924936,0.708138,0.625,0.158745,0.32116,Good
0.457951,0.54955,0.573819,0.239187,0.577367,0.332951,0.880407,0.6677,0.694,0.09719,0.415731,Good
0.402186,0.681682,0.481781,0.347829,0.732778,0.310505,0.881679,0.799909,0.707,0.117966,0.567058,Good
0.51093,0.553554,0.512281,0.339587,0.62412,0.31847,0.860051,0.744719,0.707,0.121862,0.505439,Good
0.633642,0.621622,0.539271,0.291384,0.725527,0.316354,0.92112,0.769839,0.682,0.100778,0.498468,Good
0.530568,0.606607,0.529015,0.241967,0.635423,0.32589,0.947837,0.712749,0.691,0.097874,0.425645,Good
0.736975,0.727728,0.503374,0.318343,0.88588,0.283737,0.902036,0.883677,0.653,0.097455,0.502177,Good
0.508597,0.632633,0.521457,0.259696,0.650936,0.321959,0.949109,0.773299,0.676,0.117984,0.303809,Good
0.639827,0.700701,0.535223,0.353633,0.813248,0.305844,0.888041,0.834697,0.697,0.101209,0.501562,Good
0.595157,0.683684,0.518758,0.252843,0.714441,0.3347,0.928753,0.782353,0.744,0.112705,0.303502,Good
0.607168,0.710711,0.507287,0.313889,0.793978,0.304856,0.924936,0.806198,0.656,0.113943,0.567273,Good
0.521335,0.65966,0.577868,0.371943,0.666468,0.392165,0.840967,0.797046,0.821,0.154599,0.496371,Good
0.60044,0.720721,0.522267,0.325567,0.791623,0.321555,0.868957,0.857595,0.697,0.117316,0.450805,Good
0.554173,0.553554,0.585155,0.303326,0.634499,0.377211,0.874046,0.759758,0.717,0.156042,0.440636,Good
0.610484,0.597598,0.55803,0.297932,0.687236,0.359614,0.871501,0.763993,0.737,0.136856,0.386949,Good
0.63287,0.644645,0.495816,0.285003,0.7079,0.315475,0.912214,0.761328,0.681,0.123363,0.460481,Good
0.543489,0.620621,0.51444,0.234021,0.619243,0.300534,0.917303,0.68234,0.632,0.057804,0.554938,Good
0.581949,0.652653,0.535088,0.333879,0.768106,0.351193,0.947837,0.83456,0.783,0.133333,0.490391,Good
0.586899,0.618619,0.448583,0.259944,0.730494,0.275942,0.977099,0.762049,0.652,0.071419,0.607382,Good
0.641705,0.724725,0.595142,0.372664,0.828618,0.3435,0.832061,0.859563,0.701,0.129604,0.496871,Good
0.544804,0.593594,0.523347,0.287367,0.651589,0.322811,0.961832,0.766269,0.651,0.110433,0.479284,Good
0.644555,0.621622,0.587179,0.279746,0.704421,0.363339,0.852417,0.775096,0.787,0.096805,0.480128,Good
0.494654,0.506507,0.466262,0.246543,0.636443,0.262278,0.891858,0.701013,0.603,0.06299,0.628694,Good
0.551544,0.702703,0.517139,0.382648,0.820255,0.317567,0.83715,0.881838,0.782,0.126707,0.477311,Good
0.624744,0.515516,0.520378,0.203543,0.632217,0.282754,0.980916,0.679296,0.557,0.064316,0.561984,Good
0.520175,0.571572,0.530634,0.278497,0.516022,0.35964,0.830789,0.717313,0.676,0.110201,0.630504,Good
0.340147,0.550551,0.48502,0.286922,0.394751,0.347358,0.792621,0.682955,0.733,0.105232,0.456934,Good
0.546816,0.683684,0.652497,0.306526,0.675166,0.392718,0.874046,0.779953,0.761,0.13516,0.370155,Good
0.69477,0.72973,0.402969,0.293505,0.87835,0.250868,0.875318,0.88919,0.64,0.090814,0.506413,Good
0.647229,0.645646,0.478273,0.302221,0.753665,0.306318,0.885496,0.787827,0.683,0.119141,0.542976,Good
0.637064,0.586587,0.418219,0.256784,0.659098,0.30259,0.886768,0.712565,0.666,0.124546,0.539585,Good
0.723705,0.671672,0.440891,0.390262,0.835399,0.317511,0.891858,0.883185,0.797,0.139624,0.510511,Good
0.515822,0.651652,0.508772,0.291521,0.723736,0.300383,0.85369,0.783465,0.688,0.091191,0.501111,Good
0.657196,0.687688,0.541565,0.328195,0.792015,0.31353,0.882952,0.849413,0.654,0.115668,0.496827,Good
0.729385,0.716717,0.592713,0.324674,0.799534,0.356323,0.829517,0.843053,0.706,0.111967,0.441148,Good
0.523059,0.67968,0.577598,0.338296,0.732944,0.364325,0.875318,0.786816,0.772,0.130497,0.502055,Good
0.708051,0.753754,0.526991,0.319627,0.841014,0.31302,0.828244,0.86214,0.686,0.109879,0.509563,Good
0.648997,0.62963,0.498785,0.274013,0.737834,0.325004,0.959288,0.740502,0.72,0.118401,0.510701,Good
0.539653,0.530531,0.521862,0.245227,0.61591,0.310286,0.927481,0.68936,0.587,0.095986,0.661695,Good
0.767099,0.733734,0.455061,0.300515,0.896892,0.276815,0.889313,0.883981,0.646,0.106442,0.510728,Good
0.662924,0.698699,0.525371,0.337117,0.81764,0.329976,0.927481,0.848348,0.787,0.090191,0.51253,Good
0.562681,0.52953,0.428475,0.30175,0.625901,0.279492,0.829517,0.746065,0.648,0.106537,0.504723,Good
0.523126,0.571572,0.54251,0.279522,0.518208,0.386392,0.823155,0.737624,0.799,0.121995,0.50913,Good
0.551774,0.685686,0.511336,0.317997,0.769737,0.315834,0.966921,0.807133,0.706,0.112371,0.482943,Good
0.594497,0.610611,0.60027,0.253568,0.602545,0.396003,0.87659,0.740601,0.77,0.147666,0.213286,Good
0.55267,0.663664,0.609042,0.38122,0.698832,0.39883,0.754453,0.800788,0.827,0.128067,0.569364,Good
0.564827,0.62963,0.444265,0.353627,0.69718,0.314729,0.821883,0.831994,0.769,0.127005,0.510049,Good
0.583972,0.657658,0.574359,0.341619,0.770412,0.360503,0.868957,0.828534,0.794,0.112284,0.527641,Good
0.623679,0.620621,0.569096,0.377625,0.706638,0.382433,0.838422,0.788134,0.839,0.135029,0.568845,Good
0.662996,0.57958,0.532794,0.243393,0.667653,0.32723,0.889313,0.735613,0.688,0.094187,0.427971,Good
0.549337,0.573574,0.567881,0.326059,0.569348,0.379479,0.85369,0.749492,0.741,0.137654,0.510814,Good
0.736741,0.630631,0.493522,0.26651,0.685869,0.330932,0.87659,0.763822,0.707,0.114445,0.408858,Good
0.598434,0.593594,0.542645,0.272131,0.618133,0.349648,0.885496,0.754421,0.737,0.112592,0.386713,Good
0.527445,0.522523,0.463968,0.207735,0.527632,0.309086,0.880407,0.67151,0.637,0.110291,0.321193,Good
0.434253,0.71972,0.321592,0.336016,0.759252,0.232817,0.912214,0.807132,0.62,0.116223,0.464126,Good
0.581831,0.713714,0.573144,0.356643,0.765102,0.346553,0.87659,0.813404,0.729,0.131628,0.496371,Good
0.660089,0.638639,0.537382,0.268898,0.733289,0.318982,0.898219,0.767173,0.648,0.110642,0.456934,Good
0.56453,0.716717,0.536032,0.345143,0.80971,0.315565,0.888041,0.840973,0.721,0.112761,0.507243,Good
0.510119,0.585586,0.538057,0.266044,0.592444,0.326266,0.765903,0.728503,0.699,0.107392,0.226888,Good
0.47624,0.434434,0.427935,0.271336,0.483181,0.325307,0.89313,0.649899,0.666,0.09884,0.952546,Good
0.490464,0.600601,0.549528,0.300128,0.640204,0.352395,0.823155,0.749374,0.748,0.112307,0.617448,Good
0.599379,0.615616,0.589879,0.331543,0.695884,0.382959,0.866412,0.798609,0.78,0.142842,0.564109,Good
0.657497,0.696697,0.621862,0.339901,0.814473,0.361636,0.857506,0.835732,0.786,0.104643,0.499416,Good
0.581085,0.698699,0.521053,0.356334,0.750679,0.345288,0.896947,0.815631,0.777,0.133749,0.51674,Good
0.601581,0.602603,0.537922,0.319776,0.732991,0.32832,0.807888,0.824977,0.716,0.105819,0.638536,Good
